,,,,"lmcut",,,,,,"lsudA",,,,,,"HHH 10K",,,,,,,"HHH 100K",,,,,,,"blind",,,,,,,"h_max",,,,,,,"hsp_f",,,,,"Gamer",
"pipesworld-tankage-ipc4","p05_net1_b10_g4_t50.pddl",8,8,7,92,766,1338," 0.33s"," 0.4s",8,6,"0.38s","0.13s",126,1974,8,7,376,1921,5222," 0.01s"," 15.46s",8,8,9,121,132," 0.04s"," 120.06s",8,1,12764,29081,165573," 0.19s"," 0.21s",8,3,2834,10043,38208," 1.56s"," 1.61s",8,5,313,59.98,59.99,8,58.39
"pipesworld-tankage-ipc4","p06_net1_b10_g6_t50.pddl",10,10,8,233,1829,3684," 1.03s"," 1.1s",10,8,"1.02s","0.76s",572,8962,10,8,1794,8507,25450," 0.54s"," 328.18s",10,10,11,148,165," 0.04s"," 201.44s",10,1,58487,105639,747021," 0.85s"," 0.87s",10,3,15746,41081,207511," 6.57s"," 6.61s",10,5,3102,97.31,97.31,10,48.07
"pipesworld-tankage-ipc4","p07_net1_b12_g5_t80.pddl",8,8,7,999,27722,44718," 32.98s"," 33.23s",8,6,"4.04s","1.76s",242,8111," "," "," "," "," "," ",," "," "," "," "," "," ",,8,1,5404036,18951257,153410807," 198.01s"," 198.08s",8,3,104531,758727,3107930," 420.3s"," 420.47s",8,5,2695,339.76,339.76," ",
"pipesworld-tankage-ipc4","p08_net1_b12_g7_t80.pddl",11,11,6,36895,427925,1033808," 810.28s"," 810.53s",11,8,"245.05s","242.75s",40740,1294812,11,9,96043,1352679,3460420," 8.35s"," 191.77s"," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p09_net1_b14_g6_t50.pddl",," "," "," "," "," "," ",,,9,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p10_net1_b14_g8_t50.pddl",," "," "," "," "," "," ",,,12,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p11_net2_b10_g2_t30.pddl",22,22,8,230836,497164,1175933," 704.98s"," 705.07s",22,7,"1640.8s","1640.11s",1090747,4822254,22,8,660104,1188820,3001128," 6.68s"," 28.6s",22,8,660102,1188816,3001118," 7.1s"," 162.93s",22,1,4116344,5300185,18527469," 30.64s"," 30.67s",22,5,752867,1283958,3609524," 334.35s"," 334.42s"," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p12_net2_b10_g4_t60.pddl",," "," "," "," "," "," ",,,8,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p13_net2_b12_g3_t70.pddl",16,16,9,69872,340278,649281," 1066.15s"," 1066.36s",,8,,,,,16,10,188517,630304,1614436," 4.25s"," 122.11s"," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p14_net2_b12_g5_t30.pddl",," "," "," "," "," "," ",,,9,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p15_net2_b14_g4_t30.pddl",30," "," "," "," "," "," ",,,8,,,,,30,12,2546587,3827228,11501011," 30.37s"," 141.12s"," "," "," "," "," "," ",," "," "," "," "," "," ",,30,7,4062586,6341039,20049815," 2387.9s"," 2388.01s"," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p16_net2_b14_g6_t80.pddl",," "," "," "," "," "," ",,,12,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p17_net2_b16_g5_t20.pddl",44," "," "," "," "," "," ",,,9,,,,,44,11,12850247,15632540,40623219," 143.45s"," 352.46s"," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p18_net2_b16_g7_t60.pddl",," "," "," "," "," "," ",,,9,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p19_net2_b18_g6_t60.pddl",," "," "," "," "," "," ",,,8,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p20_net2_b18_g8_t90.pddl",," "," "," "," "," "," ",,,9,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p21_net3_b12_g2_t60.pddl",14,14,7,15297,71166,144279," 172.75s"," 173.05s",,5,,,,,14,10,13241,68147,131077," 0.41s"," 69.8s"," "," "," "," "," "," ",,14,1,4423951,8477405,39992852," 65.35s"," 65.44s",14,5,126845,444149,1180201," 222.04s"," 222.23s"," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p22_net3_b12_g4_t60.pddl",," "," "," "," "," "," ",,,10,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p23_net3_b14_g3_t60.pddl",," "," "," "," "," "," ",,,10,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p24_net3_b14_g5_t60.pddl",," "," "," "," "," "," ",,,12,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p25_net3_b16_g5_t60.pddl",," "," "," "," "," "," ",,,10,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p26_net3_b16_g7_t70.pddl",," "," "," "," "," "," ",,,12,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p27_net3_b18_g6_t70.pddl",," "," "," "," "," "," ",,,10,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p28_net3_b18_g7_t70.pddl",," "," "," "," "," "," ",,,14,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p29_net3_b20_g6_t70.pddl",," "," "," "," "," "," ",,,10,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p30_net3_b20_g8_t70.pddl",," "," "," "," "," "," ",,,15,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p31_net4_b14_g3_t20.pddl",39," "," "," "," "," "," ",,,9,,,,,39,7,1357801,1474015,5062763," 13.81s"," 124.64s"," "," "," "," "," "," ",,39,1,1726598,1839942,6387094," 13.51s"," 13.56s",39,7,919764,1186681,3749460," 381.55s"," 381.66s"," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p32_net4_b14_g5_t30.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",
"pipesworld-tankage-ipc4","p33_net4_b16_g5_t60.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",
"pipesworld-tankage-ipc4","p34_net4_b16_g6_t60.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p35_net4_b18_g4_t90.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p36_net4_b18_g6_t90.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p37_net4_b20_g5_t60.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p38_net4_b20_g7_t60.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p39_net4_b22_g7_t50.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p40_net4_b22_g8_t50.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p41_net5_b22_g2_t20.pddl",," "," "," "," "," "," ",,,6,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p42_net5_b22_g4_t50.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p43_net5_b24_g3_t80.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p44_net5_b24_g5_t80.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p45_net5_b26_g4_t50.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p46_net5_b26_g6_t50.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p47_net5_b28_g5_t50.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p48_net5_b28_g7_t50.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p49_net5_b30_g6_t50.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
"pipesworld-tankage-ipc4","p50_net5_b30_g8_t50.pddl",," "," "," "," "," "," ",,,,,,,," "," "," "," "," "," ",," "," "," "," "," "," ",," "," "," "," "," "," ",,,,,,,,," "," "," "," ",," ",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"psr-small-ipc4","p01_s2_n1_l2_f50.pddl",8,8,1,9,10,12," 0s"," 0s",8,1,"0s","0s",10,13,8,8,9,10,12," 0s"," 0s",8,8,9,10,12," 0s"," 0s",8,1,11,11,15," 0s"," 0s",8,1,9,10,12," 0s"," 0s",8,3,9,0.01,0.01,8,0.17
"psr-small-ipc4","p02_s5_n1_l3_f30.pddl",11,11,1,44,56,93," 0s"," 0s",11,1,"0s","0s",52,107,11,11,12,22,28," 0s"," 0s",11,11,12,22,28," 0s"," 0s",11,1,71,74,156," 0s"," 0s",11,1,47,60,97," 0s"," 0s",11,3,20,0.08,0.08,11,0.24
"psr-small-ipc4","p03_s7_n1_l3_f70.pddl",11,11,1,30,33,58," 0s"," 0s",11,1,"0s","0s",31,58,11,11,12,19,25," 0s"," 0s",11,11,12,19,25," 0s"," 0s",11,1,33,33,64," 0s"," 0s",11,1,28,33,52," 0s"," 0s",11,3,20,0.04,0.04,11,0.19
"psr-small-ipc4","p04_s8_n1_l4_f10.pddl",10,10,1,50,127,194," 0s"," 0s",10,1,"0.01s","0s",63,211,10,10,11,24,30," 0s"," 0s",10,10,11,24,30," 0s"," 0s",10,1,332,463,1207," 0s"," 0s",10,1,102,269,414," 0s"," 0s",10,3,12,0.34,0.34,10,0.28
"psr-small-ipc4","p05_s9_n1_l4_f30.pddl",11,11,1,54,85,139," 0s"," 0s",11,1,"0.01s","0.01s",75,187,11,11,12,25,31," 0s"," 0s",11,11,12,25,31," 0s"," 0s",11,1,154,165,411," 0s"," 0s",11,1,69,106,169," 0s"," 0s",11,3,23,0.11,0.11,11,0.25
"psr-small-ipc4","p06_s10_n1_l4_f50.pddl",8,8,1,9,10,12," 0s"," 0s",8,1,"0s","0s",10,13,8,8,9,10,12," 0s"," 0s",8,8,9,10,12," 0s"," 0s",8,1,11,11,15," 0s"," 0s",8,1,9,10,12," 0s"," 0s",8,3,9,0.01,0.01,8,0.19
"psr-small-ipc4","p07_s11_n1_l4_f70.pddl",11,11,1,50,75,130," 0s"," 0s",11,1,"0s","0s",61,146,11,11,12,25,31," 0s"," 0s",11,11,12,25,31," 0s"," 0s",11,1,122,128,269," 0s"," 0s",11,1,62,89,148," 0s"," 0s",11,3,26,0.09,0.09,11,0.23
"psr-small-ipc4","p08_s12_n1_l5_f10.pddl",8,8,1,21,50,72," 0s"," 0s",8,1,"0.01s","0s",24,75,8,8,9,18,20," 0s"," 0s",8,8,9,18,20," 0s"," 0s",8,1,128,186,336," 0s"," 0s",8,1,52,127,208," 0s"," 0s",8,3,9,0.12,0.12,8,0.22
"psr-small-ipc4","p09_s13_n1_l5_f30.pddl",8,8,1,15,28,34," 0s"," 0s",8,1,"0s","0s",18,37,8,8,9,14,16," 0s"," 0s",8,8,9,14,16," 0s"," 0s",8,1,49,58,106," 0s"," 0s",8,1,20,38,45," 0s"," 0s",8,3,9,0.06,0.06,8,0.23
"psr-small-ipc4","p10_s17_n2_l2_f30.pddl",7,7,2,85,308,522," 0.01s"," 0.01s",7,2,"0.01s","0.01s",116,578,7,7,8,35,38," 0s"," 0.04s",7,7,8,35,38," 0s"," 0.04s",7,1,1358,2317,5461," 0s"," 0s",7,2,376,1389,2442," 0.01s"," 0.01s",7,4,18,1.03,1.04,7,0.4
"psr-small-ipc4","p11_s18_n2_l2_f50.pddl",19,19,2,141,150,277," 0s"," 0s",19,2,"0.01s","0s",149,291,19,19,20,40,50," 0s"," 0s",19,19,20,40,50," 0s"," 0s",19,1,153,154,300," 0s"," 0s",19,1,142,152,279," 0s"," 0s",19,5,96,0.19,0.19,19,0.4
"psr-small-ipc4","p12_s21_n2_l3_f30.pddl",16,16,2,111,136,226," 0s"," 0s",16,2,"0.01s","0.01s",120,235,16,16,17,31,37," 0s"," 0s",16,16,17,31,37," 0s"," 0s",16,1,153,157,290," 0s"," 0s",16,1,113,138,228," 0s"," 0s",16,5,40,0.17,0.17,16,0.27
"psr-small-ipc4","p13_s22_n2_l3_f50.pddl",15,15,3,85,93,188," 0s"," 0s",15,3,"0.01s","0s",90,199,15,15,16,32,41," 0s"," 0s",15,15,16,32,41," 0s"," 0s",15,1,95,97,207," 0s"," 0s",15,2,86,95,190," 0s"," 0s",15,6,59,0.16,0.16,15,0.26
"psr-small-ipc4","p14_s23_n2_l3_f70.pddl",9,9,2,17,25,32," 0s"," 0s",9,2,"0.01s","0.01s",19,34,9,9,10,15,18," 0s"," 0s",9,9,10,15,18," 0s"," 0s",9,1,27,31,46," 0s"," 0s",9,1,18,25,33," 0s"," 0s",9,4,13,0.06,0.06,9,0.27
"psr-small-ipc4","p15_s24_n2_l4_f10.pddl",10,10,2,146,799,1181," 0.25s"," 0.26s",10,2,"0.51s","0.48s",748,4414,10,10,11,45,58," 0s"," 0.46s",10,10,11,45,58," 0s"," 2.58s",10,1,3562,7096,18130," 0.02s"," 0.02s",10,2,324,2068,3175," 0.02s"," 0.02s",10,3,356,18.98,18.99,10,1.02
"psr-small-ipc4","p16_s29_n2_l5_f30.pddl",25,25,3,1654,1854,7502," 0.13s"," 0.13s",25,3,"0.13s","0.12s",2328,10290,25,20,975,1168,4685," 0s"," 0.11s",25,25,26,78,109," 0s"," 0.12s",25,1,2742,2797,12257," 0.01s"," 0.01s",25,2,1876,2222,8293," 0.01s"," 0.01s",25,5,2287,1.34,1.34,25,6.75
"psr-small-ipc4","p17_s30_n2_l5_f50.pddl",9,9,2,14,15,21," 0s"," 0s",9,2,"0s","0s",15,22,9,9,10,13,16," 0s"," 0s",9,9,10,13,16," 0s"," 0s",9,1,16,16,24," 0s"," 0s",9,1,14,15,21," 0s"," 0s",9,4,13,0.03,0.03,9,0.26
"psr-small-ipc4","p18_s31_n2_l5_f70.pddl",12,12,2,71,105,177," 0s"," 0s",12,2,"0s","0s",85,200,12,12,13,29,36," 0s"," 0s",12,12,13,29,36," 0s"," 0s",12,1,158,166,360," 0s"," 0s",12,1,91,122,207," 0s"," 0s",12,4,29,0.21,0.21,12,0.36
"psr-small-ipc4","p19_s33_n3_l2_f30.pddl",25,25,5,6050,6705,37806," 0.78s"," 0.78s",25,5,"0.77s","0.76s",7420,44904,25,19,2910,3343,17611," 0.02s"," 0.27s",25,25,26,99,184," 0.01s"," 0.77s",25,1,9009,9358,52772," 0.04s"," 0.04s",25,3,6925,7807,42482," 0.08s"," 0.08s",25,8,6338,4.45,4.46,25,1.54
"psr-small-ipc4","p20_s34_n3_l2_f50.pddl",17,17,3,75,82,130," 0s"," 0s",17,3,"0.01s","0.01s",80,135,17,17,18,34,40," 0s"," 0s",17,17,18,34,40," 0s"," 0s",17,1,84,85,143," 0s"," 0s",17,1,75,82,130," 0s"," 0s",17,6,52,0.18,0.18,17,0.48
"psr-small-ipc4","p21_s35_n3_l2_f70.pddl",10,10,3,26,36,51," 0s"," 0s",10,3,"0s","0s",28,53,10,10,11,20,23," 0s"," 0s",10,10,11,20,23," 0s"," 0s",10,1,42,44,77," 0s"," 0s",10,1,31,37,56," 0s"," 0s",10,5,21,0.12,0.12,10,0.33
"psr-small-ipc4","p22_s37_n3_l3_f30.pddl",33,33,4,130145,146532,426307," 17.07s"," 17.07s",33,4,"12.55s","12.54s",142833,468631,33,33,34,154,178," 0s"," 0.28s",33,33,34,154,178," 0s"," 0.87s",33,1,189516,194645,615820," 0.67s"," 0.67s",33,2,177138,187857,585053," 1.43s"," 1.43s",33,9,22315,8.16,8.16,33,113.61
"psr-small-ipc4","p23_s38_n3_l3_f50.pddl",12,12,3,72,138,217," 0s"," 0s",12,3,"0s","0s",75,205,12,12,13,30,37," 0s"," 0s",12,12,13,30,37," 0s"," 0.01s",12,1,200,259,497," 0s"," 0s",12,1,116,212,341," 0s"," 0s",12,5,30,0.43,0.43,12,0.45
"psr-small-ipc4","p24_s39_n3_l3_f70.pddl",10,10,3,26,36,51," 0s"," 0s",10,3,"0s","0s",28,53,10,10,11,20,23," 0s"," 0s",10,10,11,20,23," 0s"," 0s",10,1,42,44,77," 0s"," 0s",10,1,31,37,56," 0s"," 0s",10,5,21,0.12,0.12,10,0.33
"psr-small-ipc4","p25_s40_n3_l4_f10.pddl",9,9,2,128,1085,1675," 6.1s"," 6.31s",9,2,"4.8s","4.23s",233,2237,9,9,10,54,57," 0s"," 5.42s",9,9,10,54,57," 0s"," 37.93s",9,1,8913,24310,56398," 0.06s"," 0.12s",9,2,854,7160,12789," 0.1s"," 0.18s",9,3,28,780.18,780.38,9,4.78
"psr-small-ipc4","p26_s41_n3_l4_f30.pddl",17,17,3,135,165,276," 0s"," 0s",17,3,"0.01s","0.01s",144,285,17,17,18,39,44," 0s"," 0s",17,17,18,39,44," 0s"," 0s",17,1,182,186,345," 0s"," 0s",17,1,142,167,283," 0s"," 0s",17,6,52,0.28,0.28,17,0.53
"psr-small-ipc4","p27_s42_n3_l4_f50.pddl",21,21,3,490,614,1358," 0.03s"," 0.03s",21,3,"0.03s","0.03s",596,1669,21,21,22,55,72," 0s"," 0.01s",21,21,22,55,72," 0s"," 0.01s",21,1,773,851,2142," 0s"," 0s",21,1,616,734,1731," 0s"," 0s",21,6,179,0.85,0.85,21,1.05
"psr-small-ipc4","p28_s43_n3_l4_f70.pddl",14,14,3,80,95,203," 0s"," 0s",14,3,"0s","0s",79,207,14,14,15,32,45," 0s"," 0s",14,14,15,32,45," 0s"," 0s",14,1,95,109,233," 0s"," 0s",14,1,79,95,203," 0s"," 0s",14,5,49,0.29,0.29,14,0.33
"psr-small-ipc4","p29_s45_n3_l5_f30.pddl",21,21,5,67622,99844,274621," 13.48s"," 13.48s",21,5,"11.49s","11.48s",88780,381569,21,21,22,128,139," 0s"," 0.39s",21,21,22,128,139," 0s"," 1.43s",21,1,244499,261139,1249147," 1.27s"," 1.27s",21,2,192459,224731,951241," 2.32s"," 2.32s",21,10,3337,7.12,7.12,21,143.63
"psr-small-ipc4","p30_s46_n3_l5_f50.pddl",22,22,3,1347,1672,4575," 0.09s"," 0.09s",22,3,"0.1s","0.1s",1681,5917,22,22,23,68,85," 0s"," 0.01s",22,22,23,68,85," 0s"," 0.02s",22,1,2295,2501,8323," 0.01s"," 0.01s",22,1,1834,2197,6573," 0.01s"," 0.01s",22,6,393,1.34,1.35,22,4.52
"psr-small-ipc4","p31_s49_n4_l2_f30.pddl",19,19,4,3971,9844,19874," 3.95s"," 3.96s",19,4,"4.21s","4.18s",8301,37962,19,10,2647,6499,12896," 0.03s"," 0.89s",19,11,723,1865,3640," 0s"," 6.55s",19,1,53911,73402,235565," 0.25s"," 0.25s",19,2,16766,37046,83561," 0.36s"," 0.36s",19,4,7530,32.97,32.97,19,29.14
"psr-small-ipc4","p32_s50_n4_l2_f50.pddl",24,24,4,427,433,911," 0.02s"," 0.02s",24,4,"0.03s","0.03s",431,915,24,24,25,73,88," 0s"," 0s",24,24,25,73,88," 0s"," 0s",24,1,435,436,927," 0s"," 0s",24,1,424,435,901," 0s"," 0s",24,7,352,0.74,0.74,24,5.39
"psr-small-ipc4","p33_s51_n4_l2_f70.pddl",21,21,4,786,1134,3447," 0.09s"," 0.09s",21,4,"0.11s","0.11s",1473,6456,21,18,446,730,2220," 0s"," 0.26s",21,21,22,73,106," 0s"," 0.63s",21,1,2291,2679,9724," 0.01s"," 0.01s",21,2,1073,1617,4734," 0.01s"," 0.01s",21,6,947,2.29,2.29,21,16.7
"psr-small-ipc4","p34_s55_n4_l3_f70.pddl",21,21,4,215,224,431," 0.01s"," 0.01s",21,4,"0.02s","0.02s",223,445,21,21,22,57,67," 0s"," 0s",21,21,22,57,67," 0s"," 0s",21,1,227,228,454," 0s"," 0s",21,1,216,226,433," 0s"," 0s",21,7,158,0.5,0.5,21,1.93
"psr-small-ipc4","p35_s57_n5_l2_f30.pddl",22,22,4,16260,35570,61989," 4.03s"," 4.03s",22,4,"3.32s","3.31s",31291,104451,22,10,24021,43544,79405," 0.14s"," 0.83s",22,17,11113,21462,37312," 0.08s"," 6.36s",22,1,165170,202296,491207," 0.63s"," 0.63s",22,2,61548,113540,217440," 1.06s"," 1.06s",22,6,7448,8.27,8.27,22,911.09
"psr-small-ipc4","p36_s65_n6_l2_f30.pddl",22,22,6,131627,275682,627759," 85.96s"," 85.97s",22,6,"61.45s","61.43s",226415,1025035,22,15,48350,104729,228507," 0.45s"," 2.98s",22,19,2783,9526,16302," 0.04s"," 14.07s",22,1,1669788,2025207,7334248," 9.44s"," 9.44s",22,3,717884,1213757,3369688," 18.27s"," 18.27s",22,6,188564,111.98,111.99," ",
"psr-small-ipc4","p37_s67_n6_l2_f70.pddl",23,23,6,1154,1362,2483," 0.08s"," 0.08s",23,6,"0.1s","0.1s",1251,2634,23,23,24,90,98," 0s"," 0.02s",23,23,24,90,98," 0s"," 0.01s",23,1,1532,1595,3209," 0s"," 0s",23,2,1342,1499,2880," 0.01s"," 0.01s",23,10,277,2.1,2.1,23,10.55
"psr-small-ipc4","p38_s78_n3_l3_f50.pddl",13,13,3,205,362,540," 0.01s"," 0.01s",13,3,"0.02s","0.02s",251,611,13,13,14,40,45," 0s"," 0.01s",13,13,14,40,45," 0s"," 0.01s",13,1,562,650,1273," 0s"," 0s",13,2,357,525,900," 0s"," 0s",13,6,33,0.74,0.74,13,0.87
"psr-small-ipc4","p39_s79_n3_l3_f70.pddl",23,23,3,1598,2189,5218," 0.13s"," 0.13s",23,3,"0.15s","0.15s",2218,7884,23,23,24,71,96," 0s"," 0.08s",23,23,24,71,96," 0s"," 0.07s",23,1,4103,4662,15128," 0.01s"," 0.01s",23,1,2597,3399,9307," 0.02s"," 0.02s",23,9,146,1.78,1.78,23,2.63
"psr-small-ipc4","p40_s80_n3_l4_f10.pddl",20,20,3,30355,102409,210721," 54.89s"," 54.91s",20,3,"65.3s","65.26s",117579,689783,20,11,38837,95979,227757," 0.34s"," 1.88s",20,15,7767,21550,48185," 0.08s"," 12.86s",20,1,1036992,1529725,5977051," 6.74s"," 6.74s",20,2,229210,681840,1552638," 9.5s"," 9.51s",20,5,23371,87.9,87.91,20,211.95
"psr-small-ipc4","p41_s81_n3_l4_f30.pddl",10,10,3,29,48,68," 0s"," 0s",10,3,"0.01s","0.01s",31,70,10,10,11,22,25," 0s"," 0s",10,10,11,22,25," 0s"," 0s",10,1,54,68,107," 0s"," 0s",10,1,35,57,84," 0s"," 0s",10,5,21,0.16,0.16,10,0.37
"psr-small-ipc4","p42_s82_n3_l4_f50.pddl",30,30,4,1557,1620,6943," 0.11s"," 0.11s",30,4,"0.11s","0.11s",1855,8276,30,24,1117,1181,4899," 0.01s"," 0.18s",30,30,31,96,160," 0s"," 0.18s",30,1,1908,2000,8517," 0.01s"," 0.01s",30,2,1636,1810,7401," 0.01s"," 0.01s",30,6,1773,1.29,1.29,30,5.37
"psr-small-ipc4","p43_s83_n3_l4_f70.pddl",20,20,4,315,327,916," 0.01s"," 0.01s",20,4,"0.02s","0.02s",328,952,20,20,21,58,81," 0s"," 0s",20,20,21,58,81," 0s"," 0s",20,1,333,334,968," 0s"," 0s",20,2,315,331,919," 0s"," 0s",20,7,256,0.5,0.5,20,0.98
"psr-small-ipc4","p44_s89_n4_l2_f30.pddl",19,19,5,2235,2915,6605," 0.2s"," 0.2s",19,5,"0.23s","0.22s",2651,8019,19,19,20,78,89," 0s"," 0.05s",19,19,20,78,89," 0s"," 0.05s",19,1,4142,4477,12704," 0.01s"," 0.01s",19,2,3235,3858,10062," 0.02s"," 0.02s",19,9,407,2.18,2.18,19,1.05
